Time [ms];X;Y;Z;W;P;R;J1;J2;J3;J4;J5;J6;
 4464; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4472; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4480; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4488; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4496; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4504; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4512; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4520; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4528; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4536; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4544; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4552; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4568; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4576; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4584; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4592; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4600; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4608; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4616; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4624; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4632; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4640; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4648; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4656; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4664; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4672; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4680; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4696; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4704; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4712; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4720; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4728; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4736; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4744; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4752; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4760; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4768; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4776; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4784; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4792; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4800; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4808; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4824; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4832; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4840; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4848; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4856; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4864; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4872; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4880; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4888; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4896; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4904; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4912; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4920; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4928; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4936; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4952; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4960; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4968; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4976; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4984; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 4992; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5000; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5008; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5016; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5024; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5032; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5040; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5048; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5056; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5064; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5080; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5088; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5096; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5104; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5112; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5120; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5128; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5136; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5144; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5152; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5160; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5168; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5176; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5184; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5192; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5208; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5216; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5224; 1080.711; .000; 869.289; -180.000; -45.000; .000; .000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5232; 1080.711; .004; 869.289; -180.000; -45.000; .000; .000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5240; 1080.711; .015; 869.289; -180.000; -45.000; .000; .000; 0.000; 0.000; 0.000; -45.000; 0.000;
 5248; 1080.711; .035; 869.289; 180.000; -45.000; .001; .001; 0.000; 0.000; 0.000; -45.000; 0.000;
 5256; 1080.711; .069; 869.289; 180.000; -45.000; .003; .003; 0.000; 0.000; 0.000; -45.000; 0.000;
 5264; 1080.711; .120; 869.289; -180.000; -45.000; .006; .006; 0.000; 0.000; 0.000; -45.000; 0.000;
 5272; 1080.711; .190; 869.289; -180.000; -45.000; .010; .010; 0.000; 0.000; 0.000; -45.000; 0.000;
 5280; 1080.711; .284; 869.289; 180.000; -45.000; .015; .015; 0.000; 0.000; 0.000; -45.000; 0.000;
 5288; 1080.711; .405; 869.289; 180.000; -45.000; .021; .021; 0.000; 0.000; 0.000; -45.000; 0.000;
 5296; 1080.711; .556; 869.289; 180.000; -45.000; .029; .029; 0.000; 0.000; 0.000; -45.000; 0.000;
 5304; 1080.710; .740; 869.289; -180.000; -45.000; .039; .039; 0.000; 0.000; 0.000; -45.000; 0.000;
 5312; 1080.710; .960; 869.289; 180.000; -45.000; .050; .050; 0.000; 0.000; 0.000; -45.000; 0.000;
 5320; 1080.710; 1.221; 869.289; 180.000; -45.000; .064; .064; 0.000; 0.000; 0.000; -45.000; 0.000;
 5336; 1080.709; 1.876; 869.289; 180.000; -45.000; .099; .099; 0.000; 0.000; 0.000; -45.000; 0.000;
 5344; 1080.708; 2.277; 869.289; -180.000; -45.000; .120; .120; 0.000; 0.000; 0.000; -45.000; 0.000;
 5352; 1080.707; 2.731; 869.289; -180.000; -45.000; .144; .144; 0.000; 0.000; 0.000; -45.000; 0.000;
 5360; 1080.706; 3.242; 869.289; 180.000; -45.000; .171; .171; 0.000; 0.000; 0.000; -45.000; 0.000;
 5368; 1080.704; 3.813; 869.289; -180.000; -45.000; .202; .202; 0.000; 0.000; 0.000; -45.000; 0.000;
 5376; 1080.702; 4.448; 869.289; 180.000; -45.000; .235; .235; 0.000; 0.000; 0.000; -45.000; 0.000;
 5384; 1080.698; 5.149; 869.289; -180.000; -45.000; .273; .273; 0.000; 0.000; 0.000; -45.000; 0.000;
 5392; 1080.694; 5.919; 869.289; 180.000; -45.000; .313; .313; 0.000; 0.000; 0.000; -45.000; 0.000;
 5400; 1080.690; 6.755; 869.289; 180.000; -45.000; .358; .358; 0.000; 0.000; 0.000; -45.000; 0.000;
 5408; 1080.684; 7.655; 869.289; 180.000; -45.000; .405; .405; 0.000; 0.000; 0.000; -45.000; 0.000;
 5416; 1080.676; 8.615; 869.289; -180.000; -45.000; .456; .456; 0.000; 0.000; 0.000; -45.000; 0.000;
 5424; 1080.668; 9.632; 869.289; -180.000; -45.000; .510; .510; 0.000; 0.000; 0.000; -45.000; 0.000;
 5432; 1080.658; 10.702; 869.289; 180.000; -45.000; .567; .567; 0.000; 0.000; 0.000; -45.000; 0.000;
 5440; 1080.646; 11.823; 869.289; -180.000; -45.000; .626; .626; 0.000; 0.000; 0.000; -45.000; 0.000;
 5448; 1080.633; 12.989; 869.289; 180.000; -45.000; .688; .688; 0.000; 0.000; 0.000; -45.000; 0.000;
 5464; 1080.600; 15.450; 869.289; -180.000; -45.000; .819; .819; 0.000; 0.000; 0.000; -45.000; 0.000;
 5472; 1080.581; 16.737; 869.289; -180.000; -45.000; .887; .887; 0.000; 0.000; 0.000; -45.000; 0.000;
 5480; 1080.560; 18.057; 869.289; 180.000; -45.000; .957; .957; 0.000; 0.000; 0.000; -45.000; 0.000;
 5488; 1080.536; 19.407; 869.289; -180.000; -45.000; 1.029; 1.029; 0.000; 0.000; 0.000; -45.000; 0.000;
 5496; 1080.511; 20.784; 869.289; -180.000; -45.000; 1.102; 1.102; 0.000; 0.000; 0.000; -45.000; 0.000;
 5504; 1080.483; 22.184; 869.289; 180.000; -45.000; 1.176; 1.176; 0.000; 0.000; 0.000; -45.000; 0.000;
 5512; 1080.453; 23.604; 869.289; -180.000; -45.000; 1.252; 1.252; 0.000; 0.000; 0.000; -45.000; 0.000;
 5520; 1080.421; 25.041; 869.289; -180.000; -45.000; 1.328; 1.328; 0.000; 0.000; 0.000; -45.000; 0.000;
 5528; 1080.386; 26.491; 869.289; -180.000; -45.000; 1.405; 1.405; 0.000; 0.000; 0.000; -45.000; 0.000;
 5536; 1080.349; 27.951; 869.289; -180.000; -45.000; 1.482; 1.482; 0.000; 0.000; 0.000; -45.000; 0.000;
 5544; 1080.310; 29.418; 869.289; -180.000; -45.000; 1.560; 1.560; 0.000; 0.000; 0.000; -45.000; 0.000;
 5552; 1080.269; 30.888; 869.289; 180.000; -45.000; 1.638; 1.638; 0.000; 0.000; 0.000; -45.000; 0.000;
 5560; 1080.226; 32.358; 869.289; -180.000; -45.000; 1.716; 1.716; 0.000; 0.000; 0.000; -45.000; 0.000;
 5568; 1080.181; 33.828; 869.289; 180.000; -45.000; 1.794; 1.794; 0.000; 0.000; 0.000; -45.000; 0.000;
 5576; 1080.134; 35.299; 869.289; -180.000; -45.000; 1.872; 1.872; 0.000; 0.000; 0.000; -45.000; 0.000;
 5592; 1080.034; 38.239; 869.289; -180.000; -45.000; 2.028; 2.028; 0.000; 0.000; 0.000; -45.000; 0.000;
 5600; 1079.981; 39.709; 869.289; -180.000; -45.000; 2.106; 2.106; 0.000; 0.000; 0.000; -45.000; 0.000;
 5608; 1079.926; 41.179; 869.289; 180.000; -45.000; 2.184; 2.184; 0.000; 0.000; 0.000; -45.000; 0.000;
 5616; 1079.869; 42.649; 869.289; -180.000; -45.000; 2.262; 2.262; 0.000; 0.000; 0.000; -45.000; 0.000;
 5624; 1079.810; 44.119; 869.289; 180.000; -45.000; 2.340; 2.340; 0.000; 0.000; 0.000; -45.000; 0.000;
 5632; 1079.749; 45.589; 869.289; 180.000; -45.000; 2.418; 2.418; 0.000; 0.000; 0.000; -45.000; 0.000;
 5640; 1079.686; 47.058; 869.289; 180.000; -45.000; 2.496; 2.496; 0.000; 0.000; 0.000; -45.000; 0.000;
 5648; 1079.621; 48.528; 869.289; -180.000; -45.000; 2.574; 2.574; 0.000; 0.000; 0.000; -45.000; 0.000;
 5656; 1079.553; 49.997; 869.289; 180.000; -45.000; 2.652; 2.652; 0.000; 0.000; 0.000; -45.000; 0.000;
 5664; 1079.484; 51.467; 869.289; -180.000; -45.000; 2.730; 2.730; 0.000; 0.000; 0.000; -45.000; 0.000;
 5672; 1079.413; 52.936; 869.289; -180.000; -45.000; 2.808; 2.808; 0.000; 0.000; 0.000; -45.000; 0.000;
 5680; 1079.340; 54.405; 869.289; -180.000; -45.000; 2.886; 2.886; 0.000; 0.000; 0.000; -45.000; 0.000;
 5688; 1079.265; 55.874; 869.289; 180.000; -45.000; 2.964; 2.964; 0.000; 0.000; 0.000; -45.000; 0.000;
 5696; 1079.188; 57.343; 869.289; -180.000; -45.000; 3.042; 3.042; 0.000; 0.000; 0.000; -45.000; 0.000;
 5704; 1079.109; 58.812; 869.289; -180.000; -45.000; 3.120; 3.120; 0.000; 0.000; 0.000; -45.000; 0.000;
 5720; 1078.945; 61.750; 869.289; -180.000; -45.000; 3.276; 3.276; 0.000; 0.000; 0.000; -45.000; 0.000;
 5728; 1078.860; 63.218; 869.289; 180.000; -45.000; 3.354; 3.354; 0.000; 0.000; 0.000; -45.000; 0.000;
 5736; 1078.773; 64.687; 869.289; 180.000; -45.000; 3.432; 3.432; 0.000; 0.000; 0.000; -45.000; 0.000;
 5744; 1078.684; 66.155; 869.289; -180.000; -45.000; 3.510; 3.510; 0.000; 0.000; 0.000; -45.000; 0.000;
 5752; 1078.593; 67.623; 869.289; 180.000; -45.000; 3.588; 3.588; 0.000; 0.000; 0.000; -45.000; 0.000;
 5760; 1078.500; 69.092; 869.289; -180.000; -45.000; 3.666; 3.666; 0.000; 0.000; 0.000; -45.000; 0.000;
 5768; 1078.405; 70.559; 869.289; 180.000; -45.000; 3.743; 3.743; 0.000; 0.000; 0.000; -45.000; 0.000;
 5776; 1078.308; 72.027; 869.289; -180.000; -45.000; 3.821; 3.821; 0.000; 0.000; 0.000; -45.000; 0.000;
 5784; 1078.209; 73.495; 869.289; -180.000; -45.000; 3.899; 3.899; 0.000; 0.000; 0.000; -45.000; 0.000;
 5792; 1078.108; 74.963; 869.289; -180.000; -45.000; 3.977; 3.977; 0.000; 0.000; 0.000; -45.000; 0.000;
 5800; 1078.005; 76.430; 869.289; -180.000; -45.000; 4.055; 4.055; 0.000; 0.000; 0.000; -45.000; 0.000;
 5808; 1077.900; 77.897; 869.289; 180.000; -45.000; 4.133; 4.133; 0.000; 0.000; 0.000; -45.000; 0.000;
 5816; 1077.793; 79.364; 869.289; -180.000; -45.000; 4.211; 4.211; 0.000; 0.000; 0.000; -45.000; 0.000;
 5824; 1077.684; 80.831; 869.289; 180.000; -45.000; 4.289; 4.289; 0.000; 0.000; 0.000; -45.000; 0.000;
 5832; 1077.573; 82.298; 869.289; -180.000; -45.000; 4.367; 4.367; 0.000; 0.000; 0.000; -45.000; 0.000;
 5848; 1077.344; 85.231; 869.289; -180.000; -45.000; 4.523; 4.523; 0.000; 0.000; 0.000; -45.000; 0.000;
 5856; 1077.228; 86.698; 869.289; 180.000; -45.000; 4.601; 4.601; 0.000; 0.000; 0.000; -45.000; 0.000;
 5864; 1077.108; 88.164; 869.289; -180.000; -45.000; 4.679; 4.679; 0.000; 0.000; 0.000; -45.000; 0.000;
 5872; 1076.987; 89.630; 869.289; -180.000; -45.000; 4.757; 4.757; 0.000; 0.000; 0.000; -45.000; 0.000;
 5880; 1076.864; 91.096; 869.289; 180.000; -45.000; 4.835; 4.835; 0.000; 0.000; 0.000; -45.000; 0.000;
 5888; 1076.740; 92.562; 869.289; 180.000; -45.000; 4.913; 4.913; 0.000; 0.000; 0.000; -45.000; 0.000;
 5896; 1076.613; 94.027; 869.289; -180.000; -45.000; 4.991; 4.991; 0.000; 0.000; 0.000; -45.000; 0.000;
 5904; 1076.484; 95.493; 869.289; 180.000; -45.000; 5.069; 5.069; 0.000; 0.000; 0.000; -45.000; 0.000;
 5912; 1076.353; 96.958; 869.289; 180.000; -45.000; 5.147; 5.147; 0.000; 0.000; 0.000; -45.000; 0.000;
 5920; 1076.219; 98.423; 869.289; 180.000; -45.000; 5.225; 5.225; 0.000; 0.000; 0.000; -45.000; 0.000;
 5928; 1076.085; 99.888; 869.289; 180.000; -45.000; 5.303; 5.303; 0.000; 0.000; 0.000; -45.000; 0.000;
 5936; 1075.948; 101.352; 869.289; 180.000; -45.000; 5.381; 5.381; 0.000; 0.000; 0.000; -45.000; 0.000;
 5944; 1075.809; 102.817; 869.289; -180.000; -45.000; 5.459; 5.459; 0.000; 0.000; 0.000; -45.000; 0.000;
 5952; 1075.668; 104.281; 869.289; -180.000; -45.000; 5.537; 5.537; 0.000; 0.000; 0.000; -45.000; 0.000;
 5960; 1075.525; 105.745; 869.289; 180.000; -45.000; 5.615; 5.615; 0.000; 0.000; 0.000; -45.000; 0.000;
 5976; 1075.233; 108.673; 869.289; 180.000; -45.000; 5.771; 5.771; 0.000; 0.000; 0.000; -45.000; 0.000;
 5984; 1075.084; 110.136; 869.289; 180.000; -45.000; 5.849; 5.849; 0.000; 0.000; 0.000; -45.000; 0.000;
 5992; 1074.933; 111.600; 869.289; 180.000; -45.000; 5.927; 5.927; 0.000; 0.000; 0.000; -45.000; 0.000;
 6000; 1074.780; 113.063; 869.289; -180.000; -45.000; 6.005; 6.005; 0.000; 0.000; 0.000; -45.000; 0.000;
 6008; 1074.625; 114.525; 869.289; 180.000; -45.000; 6.083; 6.083; 0.000; 0.000; 0.000; -45.000; 0.000;
 6016; 1074.468; 115.988; 869.289; 180.000; -45.000; 6.161; 6.161; 0.000; 0.000; 0.000; -45.000; 0.000;
 6024; 1074.310; 117.451; 869.289; 180.000; -45.000; 6.239; 6.239; 0.000; 0.000; 0.000; -45.000; 0.000;
 6032; 1074.149; 118.913; 869.289; 180.000; -45.000; 6.317; 6.317; 0.000; 0.000; 0.000; -45.000; 0.000;
 6040; 1073.986; 120.375; 869.289; 180.000; -45.000; 6.395; 6.395; 0.000; 0.000; 0.000; -45.000; 0.000;
 6048; 1073.821; 121.837; 869.289; 180.000; -45.000; 6.473; 6.473; 0.000; 0.000; 0.000; -45.000; 0.000;
 6056; 1073.654; 123.298; 869.289; -180.000; -45.000; 6.551; 6.551; 0.000; 0.000; 0.000; -45.000; 0.000;
 6064; 1073.485; 124.759; 869.289; 180.000; -45.000; 6.629; 6.629; 0.000; 0.000; 0.000; -45.000; 0.000;
 6072; 1073.314; 126.220; 869.289; -180.000; -45.000; 6.707; 6.707; 0.000; 0.000; 0.000; -45.000; 0.000;
 6080; 1073.142; 127.681; 869.289; -180.000; -45.000; 6.785; 6.785; 0.000; 0.000; 0.000; -45.000; 0.000;
 6088; 1072.967; 129.142; 869.289; 180.000; -45.000; 6.863; 6.863; 0.000; 0.000; 0.000; -45.000; 0.000;
 6104; 1072.611; 132.062; 869.289; 180.000; -45.000; 7.019; 7.019; 0.000; 0.000; 0.000; -45.000; 0.000;
 6112; 1072.431; 133.522; 869.289; -180.000; -45.000; 7.097; 7.097; 0.000; 0.000; 0.000; -45.000; 0.000;
 6120; 1072.248; 134.982; 869.289; -180.000; -45.000; 7.175; 7.175; 0.000; 0.000; 0.000; -45.000; 0.000;
 6128; 1072.063; 136.441; 869.289; -180.000; -45.000; 7.253; 7.253; 0.000; 0.000; 0.000; -45.000; 0.000;
 6136; 1071.876; 137.900; 869.289; -180.000; -45.000; 7.331; 7.331; 0.000; 0.000; 0.000; -45.000; 0.000;
 6144; 1071.688; 139.359; 869.289; -180.000; -45.000; 7.409; 7.409; 0.000; 0.000; 0.000; -45.000; 0.000;
 6152; 1071.497; 140.818; 869.289; -180.000; -45.000; 7.487; 7.487; 0.000; 0.000; 0.000; -45.000; 0.000;
 6160; 1071.304; 142.276; 869.289; 180.000; -45.000; 7.565; 7.565; 0.000; 0.000; 0.000; -45.000; 0.000;
 6168; 1071.110; 143.734; 869.289; 180.000; -45.000; 7.643; 7.643; 0.000; 0.000; 0.000; -45.000; 0.000;
 6176; 1070.913; 145.192; 869.289; 180.000; -45.000; 7.721; 7.721; 0.000; 0.000; 0.000; -45.000; 0.000;
 6184; 1070.714; 146.650; 869.289; -180.000; -45.000; 7.799; 7.799; 0.000; 0.000; 0.000; -45.000; 0.000;
 6192; 1070.514; 148.107; 869.289; -180.000; -45.000; 7.877; 7.877; 0.000; 0.000; 0.000; -45.000; 0.000;
 6200; 1070.311; 149.564; 869.289; 180.000; -45.000; 7.955; 7.955; 0.000; 0.000; 0.000; -45.000; 0.000;
 6208; 1070.107; 151.021; 869.289; 180.000; -45.000; 8.033; 8.033; 0.000; 0.000; 0.000; -45.000; 0.000;
 6216; 1069.900; 152.477; 869.289; -180.000; -45.000; 8.111; 8.111; 0.000; 0.000; 0.000; -45.000; 0.000;
 6232; 1069.481; 155.389; 869.289; 180.000; -45.000; 8.267; 8.267; 0.000; 0.000; 0.000; -45.000; 0.000;
 6240; 1069.269; 156.845; 869.289; -180.000; -45.000; 8.345; 8.345; 0.000; 0.000; 0.000; -45.000; 0.000;
 6248; 1069.054; 158.300; 869.289; 180.000; -45.000; 8.423; 8.423; 0.000; 0.000; 0.000; -45.000; 0.000;
 6256; 1068.838; 159.755; 869.289; -180.000; -45.000; 8.501; 8.501; 0.000; 0.000; 0.000; -45.000; 0.000;
 6264; 1068.619; 161.210; 869.289; -180.000; -45.000; 8.579; 8.579; 0.000; 0.000; 0.000; -45.000; 0.000;
 6272; 1068.399; 162.665; 869.289; 180.000; -45.000; 8.657; 8.657; 0.000; 0.000; 0.000; -45.000; 0.000;
