Time [ms];X;Y;Z;W;P;R;J1;J2;J3;J4;J5;J6;
 1024; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1032; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1040; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1048; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1056; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1064; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1072; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1080; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1096; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1104; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1112; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1120; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1128; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1136; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1144; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1152; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1160; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1168; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1176; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1184; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1192; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1200; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1208; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1224; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1232; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1240; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1248; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1256; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1264; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1272; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1280; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1288; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1296; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1304; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1312; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1320; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1328; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1336; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1352; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1360; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1368; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1376; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1384; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1392; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1400; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1408; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1416; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1424; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1432; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1440; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1448; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1456; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1464; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1480; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1488; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1496; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1504; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1512; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1520; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1528; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1536; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1544; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1552; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1560; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1568; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1576; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1584; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1592; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1608; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1616; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1624; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1632; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1640; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1648; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1656; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1664; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1672; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1680; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1688; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1696; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1704; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1712; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1720; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1736; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1744; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1752; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1760; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1768; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1776; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1784; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1792; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1800; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1808; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1816; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1824; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1832; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1840; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1848; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1864; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1872; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1880; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1888; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1896; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1904; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1912; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1920; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1928; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1936; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1944; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1952; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1960; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1968; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1976; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 1992; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 2000; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 2008; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 2016; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 2024; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 2032; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 2040; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 2048; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 2056; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 2064; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 2072; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 2080; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 2088; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 2096; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 2104; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 2120; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
 2128; 1080.723; .019; 869.259; -179.998; -44.997; -.001; .001; .000; -.001; -.000; -45.001; -.001;
