Time [ms];X;Y;Z;W;P;R;J1;J2;J3;J4;J5;J6;
 0; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 8; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 16; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 24; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 32; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 40; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 48; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 56; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 64; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 72; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 80; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 88; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 96; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 104; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 120; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 128; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 136; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 144; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 152; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 160; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 168; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 176; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 184; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 192; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 200; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 208; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 216; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 224; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 232; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 248; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 256; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 264; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 272; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 280; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 288; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 296; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 304; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 312; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 320; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 328; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 336; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 344; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 352; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 360; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 376; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 384; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 392; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 400; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 408; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 416; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 424; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 432; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 440; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 448; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 456; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 464; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 472; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 480; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 488; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 504; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 512; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 520; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 528; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 536; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 544; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 552; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 560; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 568; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 576; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 584; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 592; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 600; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 608; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 616; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 632; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 640; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 648; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 656; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 664; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 672; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 680; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 688; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 696; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 704; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 712; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 720; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 728; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 736; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 744; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 760; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 768; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 776; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 784; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 792; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 800; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 808; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 816; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 824; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 832; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 840; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 848; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 856; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 864; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 872; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 888; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 896; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 904; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 912; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 920; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 928; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 936; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 944; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 952; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 960; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 968; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 976; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 984; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 992; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1000; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1016; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1024; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1032; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1040; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1048; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1056; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1064; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1072; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1080; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1088; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1096; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1104; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1112; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1120; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1128; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1144; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1152; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1160; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1168; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1176; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1184; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1192; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1200; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1208; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1216; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1224; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1232; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1240; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1248; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1256; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1272; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1280; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1288; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1296; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1304; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1312; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1320; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1328; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1336; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1344; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1352; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1360; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1368; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1376; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1384; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1400; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1408; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1416; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1424; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1432; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1440; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1448; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1456; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1464; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1472; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1480; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1488; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1496; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1504; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1512; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1528; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1536; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1544; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1552; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1560; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1568; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1576; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1584; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1592; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1600; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1608; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1616; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1624; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1632; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1640; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1656; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1664; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1672; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1680; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1688; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1696; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1704; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1712; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1720; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1728; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1736; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1744; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1752; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1760; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1768; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1784; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1792; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1800; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1808; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1816; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1824; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1832; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1840; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1848; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1856; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1864; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1872; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1880; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1888; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1896; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1912; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1920; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1928; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1936; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1944; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1952; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1960; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1968; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1976; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1984; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 1992; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2000; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2008; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2016; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2024; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2040; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2048; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2056; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2064; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2072; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2080; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2088; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2096; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2104; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2112; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2120; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2128; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2136; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2144; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2152; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2168; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2176; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2184; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2192; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2200; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
 2208; 1080.716; .026; 869.274; 179.999; -44.998; .003; .001; .000; -.000; -.000; -45.001; .001;
